,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
2968,FCEQN,FCEQN-8079,,N,2.0,A,02/07/2015,2004.0
2969,FCEQN,FCEQN-8080,101,S,0.0,A,03/26/2013,2014.0
2970,FCEQN,FCEQN-8081,106,S,0.0,A,04/12/2014,
2971,FCEQN,FCEQN-8083,101,S,0.0,P,03/09/1999,2004.0
2972,FCEQN,FCEQN-8084,106,S,2.0,A,03/15/2015,2011.0
2973,FCEQN,FCEQN-8085,170,N,2.0,A,01/30/2011,2003.0
2974,FCEQN,FCEQN-8086,314,S,2.0,A,02/28/2011,
2975,FCEQN,FCEQN-8087,105,S,0.0,A,03/07/2012,2004.0
2976,FCEQN,FCEQN-8088,600,S,1,P,12/14/2013,2004.0
2977,FCEQN,FCEQN-8089,SAC,N,1.0,P,12/16/2013,2010.0
2978,FCEQN,FCEQN-8090,108,N,1.0,A,03/05/2011,2012.0
2979,FCEQN,FCEQN-8091,,N,2.0,A,12/06/2011,2012.0
2980,FCEQN,45,111,N,2.0,P,02/13/2013,2003.0
2981,FCEQN,FCEQN-8092,111,S,1.0,A,11/30/2010,2000.0
2982,FCEQN,FCEQN-8094,114,N,1.0,A,11/24/2012,2006.0
2983,FCEQN,FCEQN-8096,111,S,0,A,12/06/2010,2008.0
2984,FCEQN,FCEQN-8098,102,N,1,P,03/23/2011,2004.0
2985,FCEQN,FCEQN-8099,106,S,2.0,A,04/08/2014,2008.0
2986,FCEQN,FCEQN-8100,170,N,1,P,04/15/2015,2010.0
2987,FCEQN,FCEQN-8101,170,N,1.0,A,03/17/2013,2008.0
2988,FCEQN,FCEQN-8102,114,S,0,A,02/03/2013,
2989,FCEQN,FCEQN-8103,104,S,1.0,A,12/03/2013,2011.0
2990,FCEQN,FCEQN-8104,SAC,S,1.0,A,03/05/2012,2007.0
2991,FCEQN,FCEQN-8105,143,S,2.0,A,02/12/2013,2006.0
2992,FCEQN,FCEQN-8106,,N,1,P,12/30/2012,2012.0
2993,FCEQN,FCEQN-8107,143,S,1.0,A,11/25/2013,2005.0
2994,FCEQN,FCEQN-8108,102,N,0.0,A,12/09/2006,2006.0
2995,FCEQN,FCEQN-8109,,S,1,P,03/26/2011,2004.0
2996,FCEQN,FCEQN-8110,,S,0,A,11/28/2010,2000.0
2997,FCEQN,FCEQN-8111,108,S,2,P,12/14/2014,2004.0
2998,FCEQN,FCEQN-8112,SAC,S,1.0,A,04/20/2010,2008.0
2999,FCEQN,FCEQN-7066,143,N,1.0,A,12/18/2006,2009.0
3000,FCEQN,FCEQN-8114,SAC,S,2.0,A,04/13/2011,
3001,FCEQN,FCEQN-8116,101,N,2.0,A,04/09/2014,2014.0
3002,FCEQN,FCEQN-8118,101,S,1.0,P,05/10/2011,2014.0
3003,FCEQN,FCEQN-8119,147,N,0,A,02/01/2011,
3004,FCEQN,FCEQN-8120,,N,0.0,P,03/15/2009,
3005,FCEQN,FCEQN-8121,170,S,1.0,A,04/07/2012,2014.0
3006,FCEQN,FCEQN-8122,170,S,1.0,A,03/26/2011,2014.0
3007,FCEQN,FCEQN-8123,314,N,1,P,04/30/2012,2004.0
3008,FCEQN,FCEQN-8124,106,S,1.0,A,03/05/2014,2000.0
3009,FCEQN,FCEQN-8125,170,N,0.0,A,03/09/2013,2012.0
3010,FCEQN,FCEQN-8126,114,N,1.0,A,12/07/2010,2008.0
3011,FCEQN,FCEQN-8127,104,S,1,P,04/18/2011,2005.0
3012,FCEQN,FCEQN-8128,143,S,1.0,A,04/23/2011,2004.0
3013,FCEQN,FCEQN-8129,103,S,2.0,A,02/10/2013,2008.0
3014,FCEQN,FCEQN-8130,101,S,2.0,A,08/16/2006,2014.0
3015,FCEQN,FCEQN-7335,105,N,1.0,A,12/10/2006,2012.0
3016,FCEQN,FCEQN-8131,106,S,1.0,A,02/17/2008,2007.0
3017,FCEQN,FCEQN-8132,143,N,2,P,04/24/2011,2000.0
3018,FCEQN,FCEQN-8133,105,N,1.0,A,12/13/2011,2007.0
3019,FCEQN,FCEQN-5298,172,S,1.0,A,02/22/2012,2000.0
3020,FCEQN,FCEQN-7803,104,S,0.0,A,04/09/2014,2010.0
3021,FCEQN,FCEQN-8134,108,N,2.0,P,02/17/2008,2003.0
3022,FCEQN,FCEQN-8135,,N,1.0,A,12/17/2011,
3023,FCEQN,FCEQN-8136,314,S,2,P,12/05/2012,2000.0
3024,FCEQN,FCEQN-8137,147,S,1.0,P,04/23/2012,2005.0
3025,FCEQN,FCEQN-8138,104,S,1.0,A,04/25/2015,2003.0
3026,FCEQN,FCEQN-7919,106,N,0.0,A,12/12/2012,2012.0
3027,FCEQN,FCEQN-5923,111,S,1.0,A,05/07/2013,2005.0
3028,FCEQN,FCEQN-8001,114,N,1,P,04/04/2015,2000.0
3029,FCEQN,FCEQN-8139,108,S,2,P,04/22/2012,
3030,FCEQN,FCEQN-7353,172,N,1.0,A,04/06/2014,2007.0
3031,FCEQN,FCEQN-8140,147,S,2.0,A,03/10/2014,2010.0
3032,FCEQN,FCEQN-7932,101,S,1.0,A,12/26/2010,2012.0
3033,FCEQN,FCEQN-7918,147,N,0.0,A,04/24/2013,2004.0
3034,FCEQN,FCEQN-7062,,N,2.0,P,06/07/2015,2006.0
3035,FCEQN,FCEQN-7636,102,N,2.0,A,04/01/2013,2007.0
3036,FCEQN,FCEQN-8142,314,S,2.0,A,12/05/2009,2003.0
3037,FCEQN,FCEQN-8143,104,S,2.0,A,12/11/2011,2003.0
3038,FCEQN,FCEQN-8144,170,N,1.0,P,02/13/2012,2005.0
3039,FCEQN,FCEQN-7689,106,S,1.0,A,03/01/2015,2003.0
3040,FCEQN,FCEQN-8145,105,S,1.0,A,08/23/2011,2011.0
3041,FCEQN,FCEQN-8146,103,S,0.0,A,04/01/2012,2011.0
3042,FCEQN,FCEQN-7618,111,S,2.0,A,04/26/2010,2014.0
3043,FCEQN,FCEQN-7603,101,S,2.0,A,04/14/2009,2008.0
3044,FCEQN,FCEQN-7397,601,S,1,P,02/21/2015,2007.0
3045,FCEQN,FCEQN-8147,601,S,1.0,A,03/13/2012,2000.0
3046,FCEQN,FCEQN-7372,147,N,0.0,P,02/23/2014,
3047,FCEQN,FCEQN-8148,103,S,0.0,A,12/17/2011,2006.0
3048,FCEQN,FCEQN-7642,601,N,0.0,A,03/24/2007,2007.0
3049,FCEQN,FCEQN-7390,106,N,0.0,A,03/15/2011,2014.0
3050,FCEQN,FCEQN-7438,103,N,2,P,02/19/2014,2005.0
3051,FCEQN,FCEQN-6659,314,S,2.0,A,02/13/2011,2010.0
3052,FCEQN,FCEQN-8032,SAC,S,1,P,04/29/2013,2005.0
3053,FCEQN,FCEQN-7476,172,N,1,P,12/07/2014,2008.0
3054,FCEQN,FCEQN-8149,106,S,1.0,A,12/09/2014,2009.0
3055,FCEQN,FCEQN-8019,114,S,0.0,A,12/09/2013,2014.0
3056,FCEQN,FCEQN-8150,172,S,1.0,A,05/14/2005,2009.0
3057,FCEQN,FCEQN-7437,314,S,2.0,A,11/28/2010,2012.0
3058,FCEQN,FCEQN-7579,170,N,1,P,04/13/2013,2005.0
3059,FCEQN,FCEQN-7439,102,S,0.0,A,02/04/2013,2004.0
3060,FCEQN,FCEQN-7330,601,N,1,P,01/29/2012,2003.0
3061,FCEQN,FCEQN-7457,104,N,0.0,A,04/30/2012,2009.0
3062,FCEQN,FCEQN-7822,601,S,1.0,A,03/14/2012,2006.0
3063,FCEQN,FCEQN-7191,SAC,N,0.0,P,03/23/2011,2003.0
3064,FCEQN,FCEQN-7920,600,N,1.0,A,12/22/2013,2011.0
3065,FCEQN,FCEQN-7686,600,N,2.0,P,12/09/2006,2000.0
3066,FCEQN,FCEQN-7828,101,N,1.0,P,09/05/2011,2003.0
3067,FCEQN,FCEQN-8056,600,S,2,P,04/08/2014,2012.0
3068,FCEQN,FCEQN-8151,114,S,0,A,03/10/2014,2000.0
3069,FCEQN,FCEQN-8152,101,N,0,A,06/07/2015,2009.0
3070,FCEQN,FCEQN-7752,108,S,2.0,A,12/04/2010,2011.0
3071,FCEQN,FCEQN-7406,314,N,2.0,P,02/05/2014,2011.0
3072,FCEQN,FCEQN-6999,170,S,1.0,A,04/18/2011,2009.0
3073,FCEQN,FCEQN-7617,143,N,1,P,02/28/2012,2009.0
3074,FCEQN,FCEQN-7798,600,S,1.0,A,04/25/2015,2012.0
3075,FCEQN,FCEQN-7884,,S,1.0,A,07/28/2001,2007.0
3076,FCEQN,FCEQN-7482,147,S,1.0,A,02/23/2015,2007.0
3077,FCEQN,FCEQN-7589,103,N,1.0,A,12/17/2007,2005.0
3078,FCEQN,FCEQN-6702,114,S,2.0,A,11/29/2011,2008.0
3079,FCEQN,FCEQN-7622,143,N,1.0,P,12/15/2012,2011.0
3080,FCEQN,FCEQN-8062,SAC,N,0.0,A,12/01/2010,2005.0
3081,FCEQN,FCEQN-8008,600,N,1.0,A,01/30/2012,2008.0
3082,FCEQN,FCEQN-7829,101,N,2.0,P,12/29/2014,2009.0
3083,FCEQN,FCEQN-8154,106,N,2.0,A,04/28/2010,2005.0
3084,FCEQN,FCEQN-7911,172,S,0.0,A,04/06/2009,
3085,FCEQN,FCEQN-7610,147,N,0.0,A,04/08/2009,2014.0
3086,FCEQN,FCEQN-7814,102,N,2.0,P,08/16/2006,2007.0
3087,FCEQN,FCEQN-7434,105,S,1.0,A,01/31/2012,2009.0
3088,FCEQN,FCEQN-7516,SAC,S,2.0,A,04/14/2012,2005.0
3089,FCEQN,FCEQN-7567,,N,0.0,A,12/02/2014,2011.0
3090,FCEQN,FCEQN-8072,601,N,2.0,P,02/07/2012,2008.0
3091,FCEQN,FCEQN-7633,106,S,1.0,A,02/05/2007,2005.0
3092,FCEQN,FCEQN-7388,103,N,1,P,03/18/2014,2008.0
3093,FCEQN,FCEQN-8155,101,N,1,P,02/07/2011,
3094,FCEQN,FCEQN-7324,103,N,1,P,12/18/2006,2000.0
3095,FCEQN,FCEQN-7423,106,S,2.0,A,04/10/2012,2004.0
3096,FCEQN,FCEQN-7973,,S,2.0,A,12/22/2013,2012.0
3097,FCEQN,FCEQN-7951,101,S,0,A,02/28/2011,2014.0
3098,FCEQN,FCEQN-7269,SAC,S,0,A,12/18/2012,2012.0
3099,FCEQN,FCEQN-8157,143,N,0.0,P,12/16/2006,2007.0
3100,FCEQN,FCEQN-5015,103,N,1.0,A,11/28/2011,2007.0
3101,FCEQN,FCEQN-7939,114,N,0,A,12/10/2014,2014.0
3102,FCEQN,FCEQN-7950,,N,2.0,A,12/17/2013,2008.0
3103,FCEQN,FCEQN-7373,102,N,1.0,A,04/26/2004,2009.0
3104,FCEQN,FCEQN-7374,108,N,1.0,A,03/30/2015,2014.0
3105,FCEQN,FCEQN-6467,147,N,0.0,A,09/08/2014,2014.0
3106,FCEQN,FCEQN-8159,,S,1.0,A,04/26/2011,2006.0
3107,FCEQN,FCEQN-7495,147,S,1.0,A,04/26/2010,2011.0
3108,FCEQN,FCEQN-8160,170,S,1.0,A,03/07/2011,2012.0
3109,FCEQN,FCEQN-8161,147,N,1,P,03/01/2010,2011.0
3110,FCEQN,FCEQN-8163,600,S,2.0,A,02/27/2011,2006.0
3111,FCEQN,FCEQN-8164,104,S,0.0,A,06/08/2015,2014.0
3112,FCEQN,FCEQN-8166,172,N,2.0,P,04/20/2013,2012.0
3113,FCEQN,FCEQN-8167,103,N,1.0,A,03/18/2014,2005.0
3114,FCEQN,FCEQN-8168,104,N,1.0,A,02/23/2015,2003.0
3115,FCEQN,FCEQN-8169,108,S,0.0,A,02/09/2014,2007.0
3116,FCEQN,FCEQN-8170,SAC,N,1.0,A,03/07/2012,2010.0
3117,FCEQN,FCEQN-8173,314,N,1.0,P,03/20/2013,2009.0
3118,FCEQN,FCEQN-8175,105,N,1,P,02/03/2013,2005.0
3119,FCEQN,FCEQN-8177,104,N,2,P,02/06/2013,2007.0
3120,FCEQN,FCEQN-8178,601,S,0.0,P,05/11/2011,
3121,FCEQN,FCEQN-8181,SAC,N,1.0,A,04/23/2011,2000.0
3122,FCEQN,FCEQN-8182,170,S,1.0,A,04/07/2015,2007.0
3123,FCEQN,FCEQN-8184,600,S,2.0,A,03/09/2013,2008.0
3124,FCEQN,FCEQN-8185,114,S,0.0,A,12/16/2014,2014.0
3125,FCEQN,FCEQN-8189,172,N,1.0,A,04/14/2012,2007.0
3126,FCEQN,FCEQN-8190,106,N,2.0,P,02/15/2011,2012.0
3127,FCEQN,FCEQN-8194,314,N,1.0,A,05/02/2011,2010.0
3128,FCEQN,FCEQN-8196,105,S,1.0,A,02/11/2012,2012.0
3129,FCEQN,FCEQN-8197,114,S,0.0,A,12/04/2012,2011.0
3130,FCEQN,FCEQN-8200,111,S,2,P,11/30/2010,2008.0
3131,FCEQN,FCEQN-8199,314,S,1.0,P,03/26/2013,2006.0
3132,FCEQN,FCEQN-8203,143,S,1.0,A,03/07/2011,2004.0
3133,FCEQN,FCEQN-8208,314,S,1.0,A,04/20/2014,2007.0
3134,FCEQN,FCEQN-8209,314,S,0.0,A,12/20/2014,2003.0
3135,FCEQN,FCEQN-8210,106,S,1.0,A,05/11/2005,2009.0
3136,FCEQN,FCEQN-8212,105,N,1,P,03/30/2013,2000.0
3137,FCEQN,FCEQN-8214,600,N,0.0,A,03/27/2012,2012.0
3138,FCEQN,FCEQN-8216,SAC,S,2.0,A,02/18/2013,2005.0
3139,FCEQN,FCEQN-8186,147,S,1.0,A,04/05/2009,2003.0
3140,FCEQN,FCEQN-8218,172,N,1.0,A,02/27/2013,2003.0
3141,FCEQN,FCEQN-8219,106,S,1.0,A,12/09/2014,2011.0
3142,FCEQN,FCEQN-8220,105,N,2.0,P,12/30/2012,2007.0
3143,FCEQN,FCEQN-8221,314,N,0,A,03/08/2014,2005.0
3144,FCEQN,FCEQN-8224,104,N,0.0,P,12/11/2011,2010.0
3145,FCEQN,FCEQN-8226,172,S,1.0,P,12/22/2013,
3146,FCEQN,FCEQN-8227,143,N,1.0,A,11/26/2012,2009.0
3147,FCEQN,FCEQN-8228,SAC,N,0,A,08/23/2011,2008.0
3148,FCEQN,FCEQN-8229,106,N,2.0,P,04/23/2013,2004.0
3149,FCEQN,FCEQN-8230,,S,1.0,A,02/11/2012,2010.0
3150,FCEQN,FCEQN-8232,101,N,2.0,P,02/01/2012,2014.0
3151,FCEQN,FCEQN-8237,314,S,0,A,04/06/2013,2004.0
3152,FCEQN,FCEQN-8238,143,S,1.0,A,06/13/2005,2004.0
3153,FCEQN,FCEQN-8240,104,S,1.0,A,12/22/2014,2000.0
3154,FCEQN,FCEQN-8241,102,N,0.0,P,05/07/2013,2004.0
3155,FCEQN,FCEQN-8242,101,N,1.0,A,02/09/2015,2005.0
3156,FCEQN,FCEQN-8243,111,S,2,P,03/26/2012,2006.0
3157,FCEQN,FCEQN-8244,104,N,1.0,P,03/15/2009,2003.0
3158,FCEQN,FCEQN-8246,170,N,1.0,A,12/01/2007,2004.0
3159,FCEQN,FCEQN-8248,601,N,1.0,P,05/14/2011,2014.0
3160,FCEQN,FCEQN-8172,601,N,2.0,P,12/16/2007,2000.0
3161,FCEQN,FCEQN-8249,108,N,1.0,P,11/30/2010,2014.0
3162,FCEQN,FCEQN-8250,172,N,1.0,A,11/04/2013,2011.0
3163,FCEQN,FCEQN-8251,601,S,1.0,A,12/21/2011,2008.0
3164,FCEQN,FCEQN-8171,600,S,1.0,A,12/02/2006,2014.0
3165,FCEQN,FCEQN-8252,170,N,0,A,03/29/2015,2010.0
3166,FCEQN,FCEQN-8183,172,S,1.0,A,02/25/2014,2003.0
3167,FCEQN,FCEQN-8193,104,S,1.0,A,11/28/2010,2006.0
3168,FCEQN,FCEQN-8254,108,S,1.0,A,05/18/2009,2003.0
3169,FCEQN,FCEQN-8255,143,S,2.0,P,03/28/2015,2010.0
3170,FCEQN,FCEQN-8256,102,S,0.0,A,05/06/2013,2004.0
3171,FCEQN,FCEQN-8257,105,N,1,P,11/24/2012,2012.0
3172,FCEQN,FCEQN-8258,SAC,S,2.0,P,05/18/2009,2010.0
3173,FCEQN,FCEQN-8261,314,N,2.0,A,12/19/2010,2005.0
3174,FCEQN,FCEQN-8268,103,S,2.0,A,05/15/2011,2009.0
3175,FCEQN,FCEQN-8269,105,S,1.0,A,03/02/2011,2003.0
3176,FCEQN,FCEQN-8274,600,S,1.0,A,12/20/2006,2014.0
3177,FCEQN,FCEQN-8276,,S,1.0,A,02/16/2010,2000.0
3178,FCEQN,FCEQN-8278,170,N,1.0,P,02/25/2007,2003.0
3179,FCEQN,FCEQN-8279,114,N,0.0,P,12/18/2007,2008.0
3180,FCEQN,FCEQN-8283,170,N,1,P,02/27/2012,2008.0
3181,FCEQN,FCEQN-8284,147,N,1,P,02/10/2014,2009.0
3182,FCEQN,FCEQN-8285,103,N,0.0,P,02/09/2014,2008.0
3183,FCEQN,FCEQN-8286,108,S,2.0,P,06/06/2015,2010.0
3184,FCEQN,FCEQN-8289,143,S,0.0,A,05/09/2005,2007.0
3185,FCEQN,FCEQN-8290,105,S,1.0,A,12/03/2012,2007.0
3186,FCEQN,FCEQN-8291,105,S,2.0,A,12/06/2005,2008.0
3187,FCEQN,FCEQN-8295,114,N,2.0,P,05/12/2010,2004.0
3188,FCEQN,FCEQN-8298,105,S,2.0,A,04/03/2013,2007.0
3189,FCEQN,FCEQN-8299,105,S,1.0,A,03/10/2012,2007.0
3190,FCEQN,FCEQN-8302,601,N,2.0,A,12/06/2010,2000.0
3191,FCEQN,FCEQN-8306,105,S,1.0,A,03/07/2011,
3192,FCEQN,FCEQN-8308,143,S,1.0,A,02/09/2013,2011.0
3193,FCEQN,FCEQN-8310,102,S,0.0,A,02/24/2015,
3194,FCEQN,FCEQN-8311,601,S,1.0,A,03/08/2014,2008.0
3195,FCEQN,FCEQN-8314,104,S,2.0,A,05/15/2010,2009.0
3196,FCEQN,FCEQN-8316,147,N,0.0,P,12/12/2012,2011.0
3197,FCEQN,FCEQN-8319,104,S,2.0,A,12/20/2014,2003.0
3198,FCEQN,FCEQN-8322,600,S,1.0,P,04/06/2015,2010.0
3199,FCEQN,FCEQN-8326,172,N,2.0,P,02/18/2012,2004.0
3200,FCEQN,FCEQN-8328,105,S,1.0,P,05/02/2004,2014.0
3201,FCEQN,FCEQN-8331,111,S,0.0,A,12/02/2006,2012.0
3202,FCEQN,FCEQN-8334,600,N,2,P,03/05/2014,2006.0
3203,FCEQN,FCEQN-8336,105,N,2.0,P,02/07/2012,2000.0
3204,FCEQN,FCEQN-8337,101,N,0.0,P,04/23/2012,2008.0
3205,FCEQN,FCEQN-8340,102,N,1.0,A,12/26/2010,
3206,FCEQN,FCEQN-8344,,S,0.0,P,02/09/2014,2010.0
3207,FCEQN,FCEQN-8347,105,S,2.0,A,02/05/2006,2000.0
3208,FCEQN,FCEQN-8348,170,N,1.0,A,02/06/2011,2009.0
3209,FCEQN,FCEQN-8349,108,S,1,P,04/07/2013,2008.0
3210,FCEQN,FCEQN-8350,601,N,0,A,02/01/2011,2004.0
3211,FCEQN,FCEQN-8352,114,S,1.0,A,03/09/2014,2007.0
3212,FCEQN,FCEQN-8353,108,S,2.0,A,03/10/2012,2010.0
3213,FCEQN,FCEQN-8355,143,N,1.0,P,12/12/2011,2009.0
3214,FCEQN,FCEQN-8357,143,N,0,A,04/26/2014,2004.0
3215,FCEQN,FCEQN-8359,172,N,0.0,A,02/05/2007,2007.0
3216,FCEQN,FCEQN-8362,104,S,2.0,A,12/11/2013,2006.0
3217,FCEQN,FCEQN-8363,104,S,1.0,A,12/13/2010,2009.0
3218,FCEQN,FCEQN-8365,170,S,1.0,A,03/28/2012,2000.0
3219,FCEQN,FCEQN-8369,114,S,0.0,A,05/15/2011,2011.0
3220,FCEQN,FCEQN-8370,103,N,1.0,A,08/23/2011,2004.0
3221,FCEQN,FCEQN-8372,108,S,2.0,A,03/22/2014,2005.0
3222,FCEQN,FCEQN-8379,SAC,S,0.0,A,04/27/2011,2005.0
3223,FCEQN,FCEQN-8386,143,S,1.0,P,12/27/2014,2003.0
3224,FCEQN,FCEQN-8247,103,N,2.0,A,02/26/2008,2010.0
3225,FCEQN,FCEQN-8245,601,N,1.0,A,12/16/2014,2012.0
3226,FCEQN,FCEQN-8297,111,S,0.0,A,04/27/2011,2006.0
3227,FCEQN,FCEQN-8296,111,S,0.0,A,04/23/2013,2008.0
3228,FCEQN,FCEQN-8294,108,S,0,A,02/29/2012,2007.0
3229,FCEQN,FCEQN-8389,172,S,1.0,A,04/24/2004,
3230,FCEQN,FCEQN-8293,103,N,1.0,P,12/12/2007,2008.0
3231,FCEQN,FCEQN-8391,105,S,1.0,A,02/28/2015,2006.0
3232,FCEQN,FCEQN-8392,SAC,S,2,P,12/18/2011,2012.0
3233,FCEQN,FCEQN-8394,172,S,1.0,A,04/05/2014,2004.0
3234,FCEQN,FCEQN-8288,111,S,1.0,A,12/29/2014,2005.0
3235,FCEQN,FCEQN-8287,SAC,S,0.0,A,02/10/2015,2004.0
3236,FCEQN,FCEQN-8396,104,N,1.0,P,06/08/2013,2005.0
3237,FCEQN,FCEQN-8400,,S,1.0,P,04/20/2010,2011.0
3238,FCEQN,FCEQN-8402,102,N,2.0,P,04/27/2010,2004.0
3239,FCEQN,FCEQN-8403,102,N,0.0,P,11/29/2010,2000.0
3240,FCEQN,FCEQN-8404,172,N,1.0,A,03/09/2011,2005.0
3241,FCEQN,FCEQN-8405,111,S,1.0,A,02/10/2015,2009.0
3242,FCEQN,FCEQN-8406,106,S,0.0,P,03/26/2014,2008.0
3243,FCEQN,FCEQN-8407,105,S,1.0,P,03/25/2013,2004.0
3244,FCEQN,FCEQN-8408,106,S,1.0,A,12/11/2007,2009.0
3245,FCEQN,FCEQN-8411,114,N,2,P,02/02/2014,2010.0
3246,FCEQN,FCEQN-8414,314,S,0.0,A,03/13/2011,2009.0
3247,FCEQN,FCEQN-8415,314,S,2.0,P,03/23/2014,2000.0
3248,FCEQN,FCEQN-8418,314,S,2.0,A,02/20/2007,2009.0
3249,FCEQN,FCEQN-8420,103,S,1.0,A,03/23/2014,2003.0
3250,FCEQN,FCEQN-8422,600,S,0.0,P,12/16/2009,2012.0
3251,FCEQN,FCEQN-8423,111,S,1.0,A,12/21/2013,2014.0
3252,FCEQN,FCEQN-8424,170,S,1.0,A,12/01/2010,2011.0
3253,FCEQN,FCEQN-8429,170,N,0.0,A,02/15/2011,2003.0
3254,FCEQN,FCEQN-8430,114,S,0.0,A,11/29/2010,2008.0
3255,FCEQN,FCEQN-8431,101,N,0.0,P,12/29/2014,2010.0
3256,FCEQN,FCEQN-8432,101,S,1.0,A,04/03/2012,2005.0
3257,FCEQN,FCEQN-8433,101,S,0,A,05/02/2004,2000.0
3258,FCEQN,FCEQN-8434,105,S,1.0,P,04/30/2012,2004.0
3259,FCEQN,FCEQN-8438,172,N,2.0,A,01/30/2012,2010.0
3260,FCEQN,FCEQN-8442,102,S,1.0,A,02/03/2015,2006.0
3261,FCEQN,FCEQN-8443,105,S,2.0,A,03/16/2015,2009.0
3262,FCEQN,FCEQN-8444,111,S,0.0,A,03/11/2012,2004.0
3263,FCEQN,FCEQN-8445,147,N,2.0,A,05/07/2012,2003.0
3264,FCEQN,FCEQN-8446,143,N,1.0,A,05/15/2005,2010.0
3265,FCEQN,FCEQN-8448,,S,1.0,A,06/08/2013,2007.0
3266,FCEQN,FCEQN-8449,314,N,1,P,12/01/2007,2012.0
3267,FCEQN,FCEQN-8450,114,N,1,P,02/08/2011,2006.0
3268,FCEQN,FCEQN-8453,102,N,0.0,A,03/30/2015,2007.0
3269,FCEQN,FCEQN-8456,600,S,1.0,A,03/30/2011,2009.0
3270,FCEQN,FCEQN-8457,104,S,0.0,A,08/16/2006,2010.0
3271,FCEQN,FCEQN-8459,101,N,1.0,A,03/20/2013,
3272,FCEQN,FCEQN-8460,172,N,1,P,06/13/2005,
3273,FCEQN,FCEQN-8461,SAC,S,1,P,02/05/2012,2010.0
3274,FCEQN,FCEQN-8463,104,S,1.0,A,03/23/2011,2014.0
3275,FCEQN,FCEQN-8464,114,S,1.0,A,02/08/2015,2014.0
3276,FCEQN,FCEQN-8467,105,N,1,P,02/18/2012,2010.0
3277,FCEQN,FCEQN-8470,172,N,1.0,P,04/15/2015,2014.0
3278,FCEQN,FCEQN-8481,111,S,1.0,A,02/24/2014,2003.0
3279,FCEQN,FCEQN-8482,108,S,2.0,A,03/11/2012,2003.0
3280,FCEQN,FCEQN-8483,105,S,2.0,P,04/27/2011,2007.0
3281,FCEQN,FCEQN-8484,601,S,2.0,A,02/09/2015,2003.0
3282,FCEQN,FCEQN-8485,102,N,0.0,A,09/08/2009,2006.0
3283,FCEQN,FCEQN-8486,105,S,1.0,A,12/13/2011,2003.0
3284,FCEQN,FCEQN-8492,143,S,2.0,A,05/02/2004,2008.0
3285,FCEQN,FCEQN-8493,114,S,0.0,P,03/09/2013,
3286,FCEQN,FCEQN-5593,105,S,2.0,P,02/05/2006,2011.0
3287,FCEQN,FCEQN-8497,114,S,1.0,P,11/30/2011,2010.0
3288,FCEQN,FCEQN-8498,102,N,0.0,P,12/19/2007,2005.0
3289,FCEQN,FCEQN-8499,104,S,1,P,02/20/2003,2011.0
3290,FCEQN,FCEQN-8500,111,S,1.0,A,12/27/2011,2004.0
3291,FCEQN,FCEQN-8503,,N,2.0,A,03/29/2011,2012.0
3292,FCEQN,FCEQN-8504,SAC,N,1,P,02/16/2014,2012.0
3293,FCEQN,FCEQN-8507,,N,1.0,A,04/28/2014,2014.0
3294,FCEQN,FCEQN-8508,104,S,1.0,P,03/17/2014,2009.0
3295,FCEQN,FCEQN-6570,105,N,0.0,A,04/20/2010,2003.0
3296,FCEQN,FCEQN-8509,105,N,0.0,P,02/02/2011,2008.0
3297,FCEQN,FCEQN-8502,111,N,2.0,A,04/23/2011,2014.0
3298,FCEQN,FCEQN-8510,111,N,2,P,12/30/2012,2014.0
3299,FCEQN,FCEQN-7806,106,N,0.0,P,04/01/2015,2004.0
3300,FCEQN,FCEQN-8505,147,N,1.0,P,02/12/2012,
3301,FCEQN,FCEQN-8506,111,S,2.0,A,04/12/2011,2010.0
3302,FCEQN,FCEQN-8515,106,S,0,A,11/29/2010,
3303,FCEQN,FCEQN-7419,143,N,1,P,12/14/2014,2009.0
3304,FCEQN,FCEQN-8517,114,S,0.0,P,02/24/2014,2004.0
3305,FCEQN,FCEQN-8518,104,S,0.0,P,12/22/2007,2010.0
3306,FCEQN,FCEQN-8519,102,N,0,A,02/01/2011,2003.0
3307,FCEQN,FCEQN-8520,147,S,1.0,A,02/27/2011,2008.0
3308,FCEQN,FCEQN-8521,103,S,1,P,02/18/2013,2003.0
3309,FCEQN,FCEQN-8491,172,N,0.0,P,04/05/2015,2008.0
3310,FCEQN,FCEQN-8494,114,S,1.0,A,04/21/2012,
3311,FCEQN,FCEQN-8495,170,N,1,P,02/04/2014,2010.0
3312,FCEQN,FCEQN-8496,SAC,N,2.0,P,11/30/2010,2009.0
3313,FCEQN,FCEQN-8523,,N,2.0,A,12/05/2012,2000.0
3314,FCEQN,FCEQN-8524,108,N,0.0,A,12/06/2011,2009.0
3315,FCEQN,FCEQN-8526,170,S,0,A,04/02/1994,2003.0
3316,FCEQN,FCEQN-8529,114,N,2.0,A,02/11/2014,2014.0
3317,FCEQN,FCEQN-8531,105,S,2,P,02/18/2013,
3318,FCEQN,FCEQN-8532,,S,1.0,P,12/15/2012,2011.0
3319,FCEQN,FCEQN-8533,147,S,1.0,A,05/15/2005,
3320,FCEQN,FCEQN-8534,105,N,1.0,A,11/29/2011,2003.0
3321,FCEQN,FCEQN-8536,172,N,2.0,A,03/17/2015,2009.0
